Loss,Accuracy,Validation Loss,Validation Accuracy
0.6935813426971436,0.4935483932495117,0.6869511008262634,0.6951219439506531
0.6927009224891663,0.5129032135009766,0.6862556338310242,0.6951219439506531
0.6933815479278564,0.4903225898742676,0.6874669790267944,0.6951219439506531
0.6924129128456116,0.5193548202514648,0.6867824196815491,0.6951219439506531
0.6926073431968689,0.5129032135009766,0.6866627335548401,0.6951219439506531
0.6927790641784668,0.5064516067504883,0.6866995692253113,0.6951219439506531
0.6925917863845825,0.5129032135009766,0.6869305968284607,0.6951219439506531
0.6924262642860413,0.5129032135009766,0.6865741610527039,0.6951219439506531
0.693026065826416,0.4935483932495117,0.6875982284545898,0.6951219439506531
0.6929519772529602,0.4935483932495117,0.6884346008300781,0.6951219439506531
0.6928086876869202,0.4887096881866455,0.6896804571151733,0.6951219439506531
0.6924002170562744,0.5149193406105042,0.6890217065811157,0.6951219439506531
0.6924214959144592,0.5068548321723938,0.6892678141593933,0.6951219439506531
0.6920104026794434,0.5258064270019531,0.6878933906555176,0.6951219439506531
0.6927374601364136,0.49677419662475586,0.6878976821899414,0.6951219439506531
0.6926820278167725,0.500806450843811,0.6901649832725525,0.6920731663703918
0.6919789910316467,0.5254032015800476,0.689087450504303,0.6966463327407837
0.6925055384635925,0.5036290287971497,0.6889991164207458,0.6951219439506531
0.6925693154335022,0.5104838609695435,0.6902832984924316,0.6905487775802612
0.6922094821929932,0.5467742085456848,0.6900311708450317,0.6920731663703918
0.692279577255249,0.5064516067504883,0.6896600723266602,0.6920731663703918
0.692142128944397,0.5141128897666931,0.6884772777557373,0.6951219439506531
0.692087709903717,0.5104838609695435,0.6893681287765503,0.6920731663703918
0.692444920539856,0.4935483932495117,0.6894773840904236,0.6935975551605225
0.6922098398208618,0.5302419066429138,0.6904588341712952,0.6920731663703918
0.6922572255134583,0.5370967984199524,0.6911539435386658,0.6463414430618286
0.6920220851898193,0.5774193406105042,0.6920648217201233,0.5853658318519592
0.6920097470283508,0.5971774458885193,0.6912819743156433,0.6326219439506531
0.6921187043190002,0.5911290049552917,0.6917411088943481,0.6082317233085632
0.6919360756874084,0.6092742085456848,0.6922101974487305,0.5640243887901306
