Loss,Accuracy,Validation Loss,Validation Accuracy
0.6975795030593872,0.5032972693443298,0.6929305791854858,0.511227548122406
0.6932995915412903,0.4968271851539612,0.6931517124176025,0.49176645278930664
0.693149209022522,0.5011820197105408,0.6931536793708801,0.48989519476890564
0.693149983882904,0.4995024800300598,0.6931524276733398,0.488772451877594
0.6931512355804443,0.4996889531612396,0.6931514739990234,0.488772451877594
0.6931490898132324,0.5008087754249573,0.6931518912315369,0.48952096700668335
0.6931492686271667,0.502426266670227,0.6931553483009338,0.488772451877594
0.6934211254119873,0.4867487847805023,0.6931559443473816,0.488772451877594
0.6931506991386414,0.4986935555934906,0.6931523084640503,0.488772451877594
0.6931478977203369,0.5026751160621643,0.6931540369987488,0.488772451877594
0.6931467056274414,0.5026751160621643,0.6931569576263428,0.488772451877594
0.6931515336036682,0.4986935555934906,0.6931526064872742,0.488772451877594
0.693150520324707,0.4986935555934906,0.6931565999984741,0.488772451877594
0.6931511759757996,0.4976981580257416,0.6931533217430115,0.488772451877594
0.6931478977203369,0.5026751160621643,0.6931530833244324,0.488772451877594
0.6931477189064026,0.5016797184944153,0.6931570172309875,0.488772451877594
0.693148136138916,0.5006843209266663,0.6931535601615906,0.488772451877594
0.693151593208313,0.4976981580257416,0.6931566596031189,0.488772451877594
0.693149983882904,0.4996889531612396,0.6931542158126831,0.488772451877594
0.6931478977203369,0.5016797184944153,0.6931542158126831,0.488772451877594
0.693146824836731,0.5036705136299133,0.6931554079055786,0.488772451877594
0.6931495666503906,0.5006843209266663,0.693158745765686,0.488772451877594
0.6931501030921936,0.4976981580257416,0.6931576728820801,0.488772451877594
0.6931477785110474,0.5026751160621643,0.6931572556495667,0.488772451877594
0.6931522488594055,0.4986935555934906,0.6931518912315369,0.488772451877594
0.693149745464325,0.4996889531612396,0.6931576728820801,0.488772451877594
0.6931525468826294,0.4947119653224945,0.6931570768356323,0.488772451877594
0.693149209022522,0.5006843209266663,0.6931532621383667,0.488772451877594
0.6931477785110474,0.5026751160621643,0.6931573748588562,0.488772451877594
0.6931482553482056,0.5016797184944153,0.6931567788124084,0.488772451877594
