Loss,Accuracy,Validation Loss,Validation Accuracy
0.7043328285217285,0.49838709831237793,0.6939283013343811,0.3323170840740204
0.693769097328186,0.5,0.6920971274375916,0.6615853905677795
0.6929017305374146,0.48830646276474,0.702542245388031,0.3048780560493469
0.6937738060951233,0.47822579741477966,0.6983534693717957,0.3048780560493469
0.691120982170105,0.5270161032676697,0.6838534474372864,0.6951219439506531
0.6925974488258362,0.5213709473609924,0.6860973834991455,0.6951219439506531
0.6934096217155457,0.4903225898742676,0.6956227421760559,0.3673780560493469
0.6921817660331726,0.5447580814361572,0.699316680431366,0.31554877758026123
0.6910065412521362,0.5237902998924255,0.6894190907478333,0.6067073345184326
0.6899246573448181,0.5608870983123779,0.6843349933624268,0.6646341681480408
0.6882194876670837,0.5782257914543152,0.687274158000946,0.5914633870124817
0.6840320825576782,0.624193549156189,0.6902890801429749,0.5350610017776489
0.6829946041107178,0.5987903475761414,0.6901911497116089,0.5274389982223511
0.679649293422699,0.6012097001075745,0.6843820214271545,0.5625
0.6762886047363281,0.5983871221542358,0.6737219095230103,0.6021341681480408
0.6690691113471985,0.6423386931419373,0.6856215596199036,0.5457317233085632
0.6662716865539551,0.6254032254219055,0.652418851852417,0.6539633870124817
0.6658434867858887,0.5919354557991028,0.6814104318618774,0.5472561120986938
0.659310519695282,0.6233870983123779,0.6331400275230408,0.667682945728302
0.6583613157272339,0.6233870983123779,0.643123984336853,0.6402438879013062
0.6539050340652466,0.6391128897666931,0.6415792107582092,0.6310975551605225
0.6480293273925781,0.6237903237342834,0.6463375687599182,0.6036585569381714
0.6414234042167664,0.6370967626571655,0.6566281318664551,0.5853658318519592
0.6375364065170288,0.6596774458885193,0.6214709877967834,0.6570122241973877
0.6269131302833557,0.6499999761581421,0.6682618260383606,0.5670731663703918
0.634697675704956,0.6370967626571655,0.6674730181694031,0.5625
0.6275184750556946,0.6528225541114807,0.637507438659668,0.6036585569381714
0.6226051449775696,0.6499999761581421,0.6305577754974365,0.6036585569381714
0.6231849193572998,0.649193525314331,0.6217732429504395,0.6234756112098694
0.615175187587738,0.6637097001075745,0.6064582467079163,0.6539633870124817
