Loss,Accuracy,Validation Loss,Validation Accuracy
0.697874128818512,0.5012096762657166,0.7033700942993164,0.3048780560493469
0.6939168572425842,0.48508065938949585,0.7207477688789368,0.3048780560493469
0.6960594654083252,0.5096774101257324,0.6982681751251221,0.3109756112098694
0.6946552991867065,0.5157257914543152,0.6808701753616333,0.6951219439506531
0.6946717500686646,0.4842741787433624,0.6911854147911072,0.6006097793579102
0.692595899105072,0.5185483694076538,0.690243124961853,0.6082317233085632
0.6913537383079529,0.5258064270019531,0.7041345834732056,0.30640244483947754
0.6962437033653259,0.47459676861763,0.7044969201087952,0.30640244483947754
0.6926026940345764,0.5173386931419373,0.7058506608009338,0.3125
0.6911400556564331,0.5443548560142517,0.7013416886329651,0.3521341383457184
0.6895110011100769,0.5443548560142517,0.6877603530883789,0.5746951103210449
0.6885501742362976,0.53911292552948,0.6973702907562256,0.42073169350624084
0.6843159794807434,0.5612903237342834,0.6630138158798218,0.6920731663703918
0.687825620174408,0.5439516305923462,0.6995875835418701,0.42378050088882446
0.6814731955528259,0.5979838967323303,0.6950972676277161,0.4679878056049347
0.6804840564727783,0.57419353723526,0.6696445941925049,0.6600610017776489
0.6795265078544617,0.5669354796409607,0.6663556098937988,0.6585366129875183
0.6756399869918823,0.5685483813285828,0.7039840817451477,0.4359756112098694
0.6724321842193604,0.600806474685669,0.6707296371459961,0.5884146094322205
0.6703158020973206,0.5971774458885193,0.6605899333953857,0.6204268336296082
0.6532590389251709,0.6568548679351807,0.6033158898353577,0.6920731663703918
0.6678646802902222,0.5971774458885193,0.6188113689422607,0.7118902206420898
0.6550701856613159,0.5951613187789917,0.6173127889633179,0.6966463327407837
0.6514328718185425,0.6447580456733704,0.6321879029273987,0.6554877758026123
0.6437197327613831,0.6108871102333069,0.6989191770553589,0.5060975551605225
0.6514596939086914,0.6116935610771179,0.6154929399490356,0.6646341681480408
0.6386685371398926,0.6423386931419373,0.6204704642295837,0.6554877758026123
0.638209879398346,0.6447580456733704,0.6148284077644348,0.6585366129875183
0.6346542835235596,0.6379032135009766,0.659252941608429,0.582317054271698
0.6329745650291443,0.635887086391449,0.7034404277801514,0.5167682766914368
0.6304395794868469,0.6524193286895752,0.6781564354896545,0.5655487775802612
0.6188895106315613,0.6556451320648193,0.644111692905426,0.5945122241973877
0.6226832866668701,0.6479838490486145,0.6509042382240295,0.5868902206420898
0.6257316470146179,0.6479838490486145,0.6113171577453613,0.6356707215309143
0.613350510597229,0.6499999761581421,0.5713364481925964,0.7042682766914368
0.6248170137405396,0.6451612710952759,0.6145235300064087,0.6341463327407837
0.6246277689933777,0.6471773982048035,0.6103166341781616,0.6387194991111755
0.6190141439437866,0.6512096524238586,0.6532390713691711,0.5868902206420898
0.6127424836158752,0.6572580933570862,0.5875681638717651,0.6600610017776489
0.6227482557296753,0.6447580456733704,0.6361949443817139,0.5914633870124817
0.6134544610977173,0.6592742204666138,0.6611203551292419,0.5777438879013062
0.6135855317115784,0.6576613187789917,0.6074516773223877,0.6356707215309143
0.6067526936531067,0.6552419066429138,0.5731313824653625,0.6829268336296082
0.6206149458885193,0.6443548202514648,0.6160034537315369,0.6189024448394775
0.6121941208839417,0.6447580456733704,0.6474069952964783,0.5838414430618286
0.612555205821991,0.6532257795333862,0.6114040017127991,0.6219512224197388
0.6151835322380066,0.6592742204666138,0.6470815539360046,0.582317054271698
0.6032201647758484,0.6689516305923462,0.6099351644515991,0.6265243887901306
0.603934109210968,0.6580645442008972,0.5985010862350464,0.6554877758026123
0.5978007316589355,0.6725806593894958,0.6681746244430542,0.5685975551605225
