Loss,Accuracy,Validation Loss,Validation Accuracy
0.6960036754608154,0.46116629242897034,0.6964070200920105,0.3362903296947479
0.6931604743003845,0.48955947160720825,0.6954349875450134,0.3362903296947479
0.692748486995697,0.5104405283927917,0.6884839534759521,0.663306474685669
0.6929304003715515,0.521263062953949,0.6909531354904175,0.6451612710952759
0.6914435625076294,0.5239307284355164,0.6941899657249451,0.4205645024776459
0.6899951100349426,0.5693913698196411,0.7090486884117126,0.3362903296947479
0.6870765089988708,0.5709192752838135,0.7251648902893066,0.3362903296947479
0.6882458925247192,0.5389510989189148,0.6831406354904175,0.6346774101257324
0.6844762563705444,0.5714285969734192,0.6887393593788147,0.5306451320648193
0.6808657050132751,0.5690094232559204,0.6666275858879089,0.6915322542190552
0.6769662499427795,0.5772657990455627,0.6569125056266785,0.6939516067504883
0.6757974028587341,0.5886172652244568,0.6864500641822815,0.5387097001075745
0.6717101335525513,0.5913951396942139,0.6532829999923706,0.6870967745780945
0.6707299947738647,0.6012223362922668,0.6627194285392761,0.646774172782898
0.6680247187614441,0.6004583835601807,0.6542967557907104,0.663306474685669
0.6652450561523438,0.5892539024353027,0.6512664556503296,0.6665322780609131
0.6561025381088257,0.6210848093032837,0.6909158229827881,0.5254032015800476
0.6548675298690796,0.6079704761505127,0.660188615322113,0.6108871102333069
0.6530625820159912,0.6110262274742126,0.6267454028129578,0.6919354796409607
0.6573430299758911,0.605042040348053,0.6628220081329346,0.5979838967323303
0.6507238745689392,0.6147186160087585,0.6481701135635376,0.6399193406105042
0.6496835350990295,0.6145913004875183,0.6743099093437195,0.5709677338600159
0.6480043530464172,0.6184110045433044,0.6546233296394348,0.6060484051704407
0.643659770488739,0.6227400302886963,0.6334584951400757,0.6645161509513855
0.6415897011756897,0.6241405606269836,0.6285325288772583,0.6673387289047241
0.6439576745033264,0.614973247051239,0.6625615358352661,0.5923386812210083
0.6357812881469727,0.636236310005188,0.604028046131134,0.7016128897666931
0.6361403465270996,0.6327985525131226,0.6073439121246338,0.6971774101257324
0.6246594190597534,0.6452763080596924,0.627992570400238,0.6596774458885193
0.6306185126304626,0.6360743641853333,0.630966305732727,0.6471773982048035
0.6206583976745605,0.6566081047058105,0.6009335517883301,0.6955645084381104
0.6291552782058716,0.6345810890197754,0.6039614081382751,0.6927419304847717
0.6229511499404907,0.6415839195251465,0.5879217982292175,0.7153225541114807
0.6217235326766968,0.6473134756088257,0.6171493530273438,0.6620967984199524
0.6071738004684448,0.6625509262084961,0.6637827754020691,0.5899193286895752
0.6151375770568848,0.6567354202270508,0.581488847732544,0.7149193286895752
0.6193390488624573,0.6496945023536682,0.6117276549339294,0.6576613187789917
0.607502818107605,0.6647568345069885,0.6359111666679382,0.6229838728904724
0.6113218069076538,0.6473134756088257,0.5841016173362732,0.7056451439857483
0.5966989994049072,0.6735421419143677,0.5948383808135986,0.6810483932495117
0.6055375337600708,0.6603004932403564,0.7053084373474121,0.5463709831237793
0.6015157699584961,0.6665393710136414,0.6717609763145447,0.5838709473609924
0.597083568572998,0.6729055047035217,0.5936464667320251,0.6822580695152283
0.5967895984649658,0.6684063076972961,0.6142723560333252,0.64838707447052
0.5915104746818542,0.6698497533798218,0.5919854640960693,0.676612913608551
0.5858389139175415,0.6820728182792664,0.573652982711792,0.699999988079071
0.5761818885803223,0.6903488636016846,0.7069336175918579,0.5475806593894958
0.5829823613166809,0.6860198378562927,0.6145426630973816,0.6499999761581421
0.5781181454658508,0.6899185180664062,0.6370641589164734,0.6266129016876221
0.5792657732963562,0.6860198378562927,0.5932201147079468,0.675000011920929
